Garage_Cars,Gr_Liv_Area,Year_Built,Total_Bsmt_SF,Fireplace_Qu_No_Fireplace,First_Flr_SF,Lot_Area,Year_Remod_Add,Latitude,Longitude
2,1297,1954,1297,0,1297,8532,1990,42.040857,-93.618478
2,1416,1968,708,0,708,11700,1968,42.048602,-93.635873
1,1509,1956,1509,0,1509,9571,1956,42.024025,-93.667534
1,1360,1910,680,1,680,4800,2003,42.0330566,-93.61648
2,1902,1923,1100,1,1226,6120,1950,42.031467,-93.620392
2,1737,1992,836,1,844,8285,1992,42.034535,-93.687819
3,1560,1968,1560,1,1560,8668,1968,42.049216,-93.619383
2,2234,2006,2220,0,2234,14082,2006,42.058998,-93.628754
2,1403,2000,1381,1,1403,8098,2000,41.996331,-93.646643
2,1550,2006,1092,1,1112,8125,2007,42.05142,-93.642474
3,2674,2007,2630,0,2674,13693,2007,42.062789,-93.657835
2,1506,2005,1494,0,1506,8251,2006,42.053227,-93.642197
0,1716,1912,780,1,936,5687,2000,42.0214496,-93.655851
2,1456,2005,728,0,728,10237,2006,42.062442,-93.645841
2,1755,1999,840,0,840,9468,1999,42.017854,-93.684421
1,1328,1959,1350,0,1328,16905,1959,41.99854,-93.649757
1,1324,1936,672,1,757,6000,1950,42.033406,-93.624564
2,1574,1976,796,0,790,18800,1976,42.054956,-93.631515
3,2473,2006,1094,0,1102,12292,2006,42.060516,-93.629174
2,1472,1991,384,0,802,10784,1992,42.057006,-93.637299
2,1316,1926,750,1,960,8550,1950,42.026998,-93.625285
1,914,1961,914,1,914,17199,1961,42.0562952,-93.6247461
3,1455,2003,1415,0,1455,3940,2003,42.063336,-93.640176
2,2237,1980,712,0,1375,9839,2006,41.998952,-93.644884
1,904,1926,884,1,904,6000,2004,42.033474,-93.622443
2,1324,1965,1088,0,1324,8658,1965,42.040944,-93.608909
2,1162,2007,1162,1,1162,9260,2007,42.037258,-93.69124
1,988,1950,876,1,988,7200,1950,42.037203,-93.607957
1,1150,1959,1150,1,1150,7945,1959,42.034757,-93.606893
0,2200,1900,1272,1,1272,8777,2003,42.019937,-93.678304
2,1045,1980,516,0,529,1782,1980,42.009489,-93.645743
1,1251,1938,827,1,827,6900,2000,42.0303113,-93.6090761
2,1040,1963,1064,1,1040,25286,1963,41.993107,-93.605507
2,1842,2000,985,0,985,8826,2000,42.016829,-93.689518
1,1154,1953,864,1,1154,11556,2006,42.041243,-93.617242
2,1445,2004,1445,1,1445,9750,2004,42.013912,-93.685207
2,1824,1919,764,0,1060,13515,1950,42.029451,-93.62576
0,1053,1938,585,1,585,12180,2007,42.021582,-93.660115
1,1654,1930,297,0,1001,4960,1982,42.031564,-93.625968
2,1036,1980,1036,0,1036,3640,1980,42.042481,-93.649439
2,1760,1910,1077,0,981,10818,1950,42.035857,-93.612266
2,1040,1996,1040,1,1040,12464,1996,42.021171,-93.691883
2,1422,1981,1422,0,1422,12090,1981,42.054562,-93.637825
1,1889,1910,925,0,964,10120,1950,42.025893,-93.622025
0,1092,1970,546,1,546,1495,1970,41.992479,-93.601827
0,1092,1970,546,1,546,1476,1970,41.992212,-93.603435
1,1216,1969,1216,1,1216,9000,1969,42.045799,-93.632823
1,2320,1945,1028,0,1436,7259,2002,42.01629,-93.642663
2,1229,1979,1094,0,1229,7040,1979,42.0312822,-93.6791456
2,1394,2003,384,0,754,11950,2003,42.061392,-93.639977
0,1540,1905,572,1,884,6000,2005,42.027073,-93.616998
2,2119,1972,689,0,1378,10448,1972,42.04891,-93.631791
2,1894,2002,817,0,824,11316,2003,41.995489,-93.647645
2,1728,1976,1728,1,1728,9297,1976,41.990134,-93.603534
2,1869,1890,1088,1,1188,8820,1996,42.027062,-93.608704
1,987,1972,483,1,483,1680,1972,42.051661,-93.629456
2,1687,1948,747,0,1687,57200,1950,41.997741,-93.657894
2,1644,1989,1518,0,1644,12800,1989,42.029772,-93.685125
1,858,1971,858,1,858,7340,1971,42.053503,-93.62805
2,1073,1957,1073,1,1073,6565,1980,42.0214218,-93.6150637
2,1663,1954,1364,0,1663,53227,1994,42.028595,-93.666216
2,1118,1920,648,1,734,4400,1950,42.032305,-93.614615
3,1689,2002,1568,0,1689,13265,2002,41.997124,-93.607121
2,1279,1977,1196,0,1279,10125,1977,41.996919,-93.604548
2,1408,2005,734,1,734,7023,2006,42.018922,-93.67318
3,1582,2007,1582,1,1582,12704,2007,42.062259,-93.654642
1,1148,1952,980,1,1148,6420,1952,42.026308,-93.660187
1,840,1920,798,1,840,5747,1950,42.031138,-93.606803
2,1728,1976,1728,1,1728,12640,1976,41.9900428,-93.6044746
2,1374,2004,384,0,744,13300,2004,42.061443,-93.644076
3,1824,2006,1824,0,1824,12633,2007,41.992975,-93.652429
2,1660,2006,1660,0,1660,10182,2006,42.054175,-93.641793
1,987,1973,483,1,483,1680,1973,42.052758,-93.627396
1,1218,1973,672,1,672,1890,1973,42.052698,-93.628656
1,922,1957,922,1,922,9770,1957,42.043233,-93.613457
3,2184,2008,1104,0,1130,11308,2008,42.062942,-93.652863
3,2122,2007,2108,0,2122,14333,2007,42.063141,-93.654243
2,1456,2006,728,0,728,11103,2006,42.024594,-93.689071
0,1396,1951,660,1,1060,9000,1951,42.019099,-93.615024
1,988,1959,988,1,988,9240,1998,42.044083,-93.616434
2,1993,1971,825,0,1097,14803,1971,42.044308,-93.629155
1,2447,1919,804,0,1699,9638,1990,42.019093,-93.646683
2,1086,1920,723,1,723,11340,1950,42.029209,-93.608752
1,1387,1954,811,1,811,6000,1954,42.033579,-93.607776
0,968,1910,600,1,600,5925,1950,42.032227,-93.606841
1,1242,1935,583,0,647,5707,1950,42.019094,-93.646555
2,1560,1958,1560,1,1560,8078,1958,42.040773,-93.61848
1,1558,1945,913,0,1048,10930,1950,42.035893,-93.61076
2,1820,1993,864,1,920,11613,1997,42.035259,-93.689767
3,1424,1969,1100,1,1424,41600,1990,42.060096,-93.622874
1,936,1962,896,0,936,6760,1962,42.035034,-93.604562
2,1775,1993,740,0,1006,9317,1993,42.030625,-93.681063
2,1593,1992,808,0,808,9636,1993,42.05793,-93.635753
2,864,1958,864,1,864,9100,1958,42.044978,-93.623564
2,1389,1974,1389,0,1389,10010,1975,41.990921,-93.60019
2,1768,2005,866,1,866,9803,2005,42.052278,-93.643836
0,1027,1920,931,0,1027,5400,2006,42.032161,-93.613969
1,1180,1922,700,0,1180,11600,1950,42.017131,-93.643443
2,1358,2007,1350,0,1358,10307,2008,42.058339,-93.650258
2,848,2004,848,0,848,4435,2004,42.016252,-93.683728
2,1851,1964,822,0,1020,9760,1993,42.036949,-93.604836
2,1349,2000,1349,1,1349,8450,2001,42.036038,-93.688804
2,1509,2003,783,0,807,7875,2003,42.060074,-93.640211
2,2495,1993,1280,0,1280,10791,1993,42.043038,-93.636879
2,1604,1958,1604,1,1604,8267,1958,42.044895,-93.617693
0,1092,1930,0,1,372,5600,1950,42.024141,-93.626876
2,1720,1996,1720,0,1720,10593,1996,42.051721,-93.654206
3,1464,2007,1485,1,1464,15256,2007,42.054177,-93.64176
2,2784,1978,1392,0,1392,16692,1978,42.050514,-93.637387
1,1635,1910,485,1,1001,5310,2003,42.026886,-93.621562
2,1332,1990,1332,1,1332,7175,1991,42.035518,-93.686267
2,1434,1974,1434,0,1434,10200,1974,42.05139,-93.619562
1,1497,1937,825,1,825,6000,2000,42.033473,-93.621532
1,1304,1977,264,0,616,2665,1977,41.990993,-93.604391
2,2236,1997,964,0,993,13006,1997,42.061407,-93.637871
2,949,1924,949,0,949,6000,2003,42.033511,-93.624566
1,923,1980,923,0,923,8012,1980,42.03548,-93.686417
2,1752,2005,1752,0,1752,7658,2005,42.057164,-93.654121
2,788,1980,728,0,788,4420,1980,42.042565,-93.649361
1,1090,1940,720,1,760,6000,2006,42.021806,-93.627459
2,1490,2005,745,0,745,8918,2006,42.063183,-93.64466
2,1394,2006,384,1,754,9735,2007,41.993751,-93.649475
2,1200,2003,1176,1,1200,10083,2003,42.035282,-93.691707
2,2704,1972,1952,0,2000,13860,1995,42.049322,-93.615524
3,1868,2005,1868,0,1868,14780,2005,42.061134,-93.657984
2,1337,1998,1405,1,1337,4060,1999,42.054693,-93.624873
2,1382,1963,1051,0,1382,11235,1979,42.033521,-93.67555
3,2349,1993,1231,0,1251,13143,1993,42.046825,-93.651773
1,1159,1968,1051,0,1159,11553,1968,42.030611,-93.676455
1,1738,1935,1024,0,1144,7010,1950,42.03047,-93.625926
1,882,1956,882,1,882,13008,1956,42.0530363,-93.6188955
3,1797,1957,1617,0,1797,11765,1957,42.0531078,-93.6192621
2,1683,1978,918,0,918,11184,1978,42.032367,-93.672288
4,2787,2000,1168,0,1168,11855,2000,42.030531,-93.679856
3,1698,2005,1698,0,1698,11520,2005,42.0608079,-93.65332
2,1716,1962,858,0,858,9247,1962,42.040021,-93.607422
1,1633,1948,1027,0,1027,11851,2009,42.030383,-93.610466
2,1005,1964,1005,1,1005,14299,1964,42.034453,-93.672207
2,1456,2005,728,0,728,10928,2005,42.06232,-93.645752
3,3222,1990,1673,0,1699,12376,1990,42.030601,-93.68329
3,1680,2009,1555,0,1680,10933,2009,42.026626,-93.687067
2,1510,1967,1510,1,1510,9680,1967,42.038971,-93.627536
2,747,1926,600,1,747,5825,1953,42.035379,-93.629256
2,1625,1979,1625,0,1625,23580,1979,41.996849,-93.599969
2,1500,2004,1500,1,1500,8487,2004,42.014054,-93.686051
2,1479,1972,725,1,725,7472,2004,42.054603,-93.626565
3,1782,2004,1782,0,1782,16870,2005,42.060934,-93.658854
1,918,1975,852,1,918,8750,1975,41.995512,-93.60104
2,1971,2005,1113,0,1113,9675,2005,42.053258,-93.641251
2,1200,2004,600,1,600,2544,2005,42.047876,-93.644889
2,1293,1954,1178,1,1293,11027,1954,42.053406,-93.618462
1,941,1967,912,0,941,8789,1967,42.034663,-93.671926
2,2294,1963,741,0,1497,13200,1963,42.021576,-93.629496
3,1200,1964,1200,1,1200,14137,1964,41.993185,-93.606374
2,1492,2006,738,1,738,10237,2006,42.062361,-93.645774
1,672,1940,672,1,672,5400,2005,42.035723,-93.612269
2,951,1958,951,1,951,8010,2007,42.038509,-93.608196
2,2646,1974,1748,0,2151,14330,1974,42.037065,-93.660643
2,1292,1964,1292,0,1292,10500,1964,42.0407264,-93.6273127
2,1370,2006,1370,0,1370,6442,2006,42.058284,-93.649291
1,1092,1973,525,1,525,2205,1973,42.052669,-93.629747
1,1324,1930,741,1,741,6120,1984,42.032418,-93.622415
1,1364,1957,1179,0,1364,8400,1957,42.04498,-93.618625
1,1564,1941,704,0,860,12000,1950,42.014688,-93.642945
2,1958,1946,979,1,979,7136,1950,42.0199537,-93.6435257
0,796,1910,796,1,796,8777,1950,42.01975,-93.678303
2,1829,1967,1829,1,1829,10456,1967,42.046322,-93.633351
2,1800,2000,982,0,1007,8123,2000,42.057839,-93.641377
2,1694,2004,1686,0,1694,10084,2005,42.053108,-93.641251
1,1050,1956,1050,1,1050,9600,1956,42.037452,-93.624612
1,816,1925,816,1,816,11672,1950,42.029526,-93.62577
4,2787,2000,1168,0,1168,7976,2000,42.0309301,-93.679181
1,884,1951,884,1,884,15428,1991,42.038836,-93.615474
2,1370,1976,1090,0,1370,10400,1976,42.0496539,-93.634694
1,793,1945,793,1,793,8480,1950,42.0372232,-93.6167912
1,1200,1923,1200,1,1200,11340,1950,42.028963,-93.608901
3,1884,2004,1884,0,1884,15401,2004,42.060241,-93.627911
1,864,1959,864,1,864,7332,1959,42.038497,-93.608422
2,1557,1999,1557,0,1557,4109,2000,42.046088,-93.647047
1,1063,1954,1056,1,1063,9920,1954,42.035943,-93.62475
3,1958,2005,1026,0,1026,10625,2005,42.052275,-93.640924
1,1144,1959,1144,0,1144,8163,1959,42.043897,-93.617499
2,1504,2006,1504,1,1504,10936,2006,42.053033,-93.643811
2,1283,1962,931,1,1283,7763,1980,42.044736,-93.619022
2,1788,2001,1753,0,1788,11838,2001,42.018847,-93.68269
2,1920,1968,570,0,1222,10192,1992,42.048199,-93.6346
2,965,1996,870,1,965,11105,1996,42.021321,-93.69188
2,1679,1994,1408,0,1679,8125,1998,42.035878,-93.688981
2,1495,1948,864,1,1064,8064,1994,42.034858,-93.610605
1,640,1945,0,1,640,8777,2007,42.0203585,-93.6783313
2,2267,2002,1010,0,1010,8068,2002,42.059377,-93.643312
2,1392,1968,1392,0,1392,13560,1968,42.04579,-93.614216
2,1456,2005,728,1,728,8029,2005,42.0609759,-93.641771
0,1601,1925,936,1,936,7288,2003,42.022658,-93.597005
2,1501,1986,1277,0,1501,4084,1986,42.00514,-93.639793
2,1700,1959,1398,0,1700,10552,1959,42.0430839,-93.6177041
2,2233,1979,0,1,1100,9555,1979,42.01917,-93.674327
2,1611,1964,780,1,798,9760,1964,42.037025,-93.604837
2,1412,2006,616,0,616,8499,2007,42.062974,-93.644375
3,3447,1935,728,0,1968,14100,1997,42.01601,-93.642597
1,825,1954,825,1,825,7200,1954,42.034801,-93.607801
1,1475,1976,550,0,925,2665,1976,41.990899,-93.604184
2,1384,1996,1348,1,1384,14137,1997,42.060639,-93.636718
3,2612,1998,1225,0,1276,12203,1999,42.053041,-93.65238
1,1092,1972,546,1,546,1504,1972,41.992145,-93.603546
2,1786,1997,824,1,905,9337,1997,42.018378,-93.690633
2,2314,2003,1150,0,1164,11060,2005,42.018648,-93.671612
2,1646,2004,1594,0,1646,3811,2005,42.008687,-93.615993
2,1588,1959,0,0,1120,17120,1959,42.031281,-93.657031
2,1478,1998,1418,1,1478,7380,1998,42.061633,-93.633547
1,1526,1957,1216,0,1526,8562,2002,42.017726,-93.661944
3,2799,1993,1286,0,1565,12585,1993,42.049528,-93.653479
1,899,1967,864,1,899,7800,2004,42.029863,-93.677991
2,803,1941,720,1,803,5000,1950,42.022658,-93.596569
3,1468,2008,1468,0,1468,9178,2008,42.025707,-93.690266
2,1040,1977,1040,1,1040,8982,1977,42.022239,-93.687734
2,1730,1992,816,1,833,7703,1992,42.036576,-93.687843
2,1737,2006,851,1,851,8581,2006,42.014109,-93.684089
2,1392,2007,689,1,703,3180,2007,42.047571,-93.644891
2,1471,1999,729,1,742,3230,1999,42.047101,-93.644205
1,1252,1950,1032,1,1032,9600,1950,42.036178,-93.622644
2,876,1951,876,0,876,7200,1951,42.037125,-93.607957
0,1526,1915,1013,1,1013,8470,1982,42.020184,-93.616895
2,1285,1977,1243,0,1285,9620,1977,41.997052,-93.602823
2,3820,1959,0,0,3820,47007,1996,42.017386,-93.675582
1,1203,1950,709,0,979,7015,1950,42.035443,-93.62919
3,2544,1969,1248,1,1248,9671,1969,42.0417879,-93.610355
2,1414,2004,1414,1,1414,8773,2004,42.014023,-93.685961
2,1352,2006,1352,0,1352,3606,2007,42.047705,-93.646637
1,1652,1915,686,1,966,10800,1950,42.029146,-93.610588
2,1691,1967,1680,1,1691,9900,1967,42.036182,-93.62568
2,1164,1969,1164,1,1164,9600,1969,42.044669,-93.633098
2,1400,2005,1400,1,1400,11024,2006,42.036149,-93.691403
2,1811,2002,972,0,972,8470,2002,42.049406,-93.639366
2,1009,1977,995,0,1009,9720,1977,42.0218643,-93.6874333
3,2225,1992,1390,0,1402,11134,1993,42.045773,-93.652773
1,1053,1959,1053,1,1053,10007,2006,42.04102,-93.623267
2,1768,2007,866,1,866,10769,2007,42.025293,-93.690971
2,1080,2003,530,1,530,4447,2003,42.046107,-93.645478
1,1487,1945,735,0,798,8741,1950,42.021793,-93.664841
1,1236,1957,1070,0,1236,10011,1996,42.042905,-93.612462
2,1073,1965,1073,1,1073,10289,1965,42.046504,-93.625898
2,2279,1958,585,0,2279,19958,1995,42.0004101,-93.6494462
3,2296,2008,1722,0,1728,13478,2008,42.062776,-93.658224
2,1489,2006,1489,0,1489,11216,2006,42.052272,-93.643898
0,864,1925,864,1,864,5604,1950,42.022238,-93.656681
1,1057,1953,1057,1,1057,7922,2007,42.039841,-93.618428
1,948,1954,864,1,948,10215,1954,42.020783,-93.663509
2,1173,1974,1053,0,1173,10625,1974,42.05027,-93.636372
2,1742,1985,1742,0,1742,6563,1985,42.058136,-93.632571
3,2004,2002,870,0,878,12891,2002,42.059481,-93.642932
1,1368,1950,1078,1,1368,11767,1950,42.020321,-93.664685
3,1614,2005,1614,1,1614,11210,2006,42.025687,-93.688937
2,1352,1939,676,1,676,10800,2006,42.037144,-93.61239
1,1118,1960,1118,1,1118,11332,2000,42.040296,-93.622076
2,1734,1962,912,0,1085,9786,1981,42.040081,-93.60942
0,1040,1978,1040,1,1040,8430,1978,42.021384,-93.686916
2,1285,1926,861,1,861,7000,1950,42.022709,-93.62841
2,848,2004,848,0,848,4438,2004,42.016121,-93.681436
2,1866,1958,1866,1,1866,9482,1958,42.0404571,-93.6165473
2,2016,1880,0,0,1288,26400,2007,42.03252,-93.679789
3,2520,1993,1338,0,1352,14541,1993,42.048371,-93.652348
2,1803,1994,1679,0,1803,9892,1995,41.989848,-93.600006
2,1958,1994,779,0,1029,9317,2001,42.030801,-93.681061
1,1081,1960,1081,1,1081,12929,1993,42.039987,-93.607174
1,1109,1971,372,1,576,10500,2005,42.055392,-93.627736
1,1465,1939,992,0,992,10164,1950,42.016086,-93.648415
2,1991,1932,854,0,1096,11275,1950,42.0168895,-93.6428531
2,1630,1953,1073,0,1630,22692,1953,42.023229,-93.671221
1,1236,1961,912,0,1236,6993,1994,42.03458,-93.669757
1,1330,1910,396,1,665,7518,2004,42.025459,-93.626631
2,1072,2005,547,1,1072,3675,2005,42.018898,-93.670627
2,1476,2007,738,1,738,8145,2007,42.014039,-93.684118
2,1959,2004,847,0,847,11796,2005,42.061541,-93.643961
2,1363,1954,1385,0,1363,39104,2005,42.028568,-93.666066
2,1651,1986,1606,0,1651,12416,1986,41.999575,-93.646054
2,1468,2005,1468,0,1468,10440,2005,42.051429,-93.642224
1,1134,1940,756,1,756,8160,1950,42.028048,-93.657089
0,1792,1974,896,1,896,9000,1974,42.056398,-93.625856
0,1800,1961,1800,1,1800,8000,1961,42.034614,-93.606746
3,1618,2004,1618,0,1618,16163,2004,42.061284,-93.657991
1,1426,1918,912,0,912,7642,1998,42.0162813,-93.6447083
2,1112,1951,631,1,1112,13070,1951,42.038356,-93.617219
2,1969,1977,808,0,1161,11952,1977,42.055217,-93.633973
2,1488,2004,1488,0,1488,4835,2005,42.047452,-93.647988
1,1032,1924,1032,1,1032,7741,1950,42.030463,-93.618334
2,1295,1968,1295,1,1295,11700,1968,42.04849,-93.635899
1,912,1963,912,1,912,7791,1995,42.035331,-93.669538
3,2000,2004,2000,1,2000,10386,2005,42.018518,-93.687856
2,1383,1954,0,1,1383,15635,1954,42.027506,-93.665994
1,988,1966,988,1,988,7150,1966,42.0488205,-93.6257971
2,1839,1957,1477,0,1839,14442,2004,42.013003,-93.642883
4,1344,1997,1344,1,1344,7060,1998,41.993335,-93.608343
2,1472,1959,0,0,1472,11650,1959,42.0416529,-93.605384
0,864,1975,864,1,864,9350,1975,42.0257161,-93.6650659
1,1216,1951,1056,1,1216,9600,1951,42.036024,-93.623704
2,1221,2004,1221,1,1221,7500,2005,42.051247,-93.643131
0,970,1992,912,1,970,10441,1992,41.98651,-93.606847
2,1912,1905,482,0,1221,10800,2000,42.029084,-93.612239
2,1187,1992,1168,1,1187,9556,1993,42.059293,-93.637848
1,1612,1950,988,1,1030,5830,1997,42.033642,-93.625737
1,1855,1954,994,1,1216,9525,1972,42.025102,-93.666095
1,894,1965,894,0,894,8450,2009,42.035685,-93.670956
3,1602,2007,1578,0,1602,10200,2007,42.016468,-93.684115
1,835,1920,458,1,835,10625,1950,42.028226,-93.662762
2,1208,1977,1208,0,1208,11250,1977,42.043779,-93.646065
1,965,1965,828,1,965,7800,1965,42.035235,-93.681407
2,1299,1979,1001,0,1299,12150,1979,41.994357,-93.606577
2,1308,1969,720,1,720,9743,1969,42.050326,-93.637105
1,827,1955,0,0,827,7200,2007,42.038521,-93.611642
1,1376,1941,768,0,968,9492,1950,42.034906,-93.620497
2,2098,1997,1040,0,1044,9375,1997,42.018721,-93.680864
0,1824,1971,912,1,912,9400,1971,41.993253,-93.607622
1,1521,1950,910,1,910,12144,1950,42.036098,-93.609054
0,1124,1954,0,0,1124,8335,1954,42.0247523,-93.6627359
1,872,1924,872,0,872,17529,1950,42.032307,-93.667081
0,1152,1955,0,1,1152,6882,1955,42.020062,-93.664768
2,2432,1985,1216,1,1216,7700,1986,41.98766,-93.6030339
2,1522,1984,1190,0,1522,11075,1984,42.02384,-93.673958
2,1328,1963,1328,0,1328,9790,1963,42.042205,-93.625926
1,1348,1925,884,0,884,6000,1997,42.03329,-93.622513
3,2392,1997,1396,0,1407,9452,1998,42.05443,-93.655739
3,1624,1994,1624,0,1624,12461,1995,42.048058,-93.650057
2,1398,1976,684,0,684,7200,2001,42.018912,-93.675173
1,1079,1948,570,0,617,5190,1950,42.027507,-93.66515
2,1367,2005,1367,0,1367,12304,2005,42.0582,-93.649744
2,845,1982,845,1,845,7599,2006,41.987606,-93.604858
1,1632,1958,1240,0,1632,9600,1988,42.045473,-93.614751
2,1364,2005,1364,0,1364,7052,2005,42.059184,-93.649714
2,1344,1999,1344,0,1344,11875,1999,41.991004,-93.608223
2,889,1984,864,1,889,12395,1984,41.986498,-93.603722
1,1680,1915,840,1,840,15576,1976,42.0176853,-93.6447083
3,2097,1993,1080,0,1080,11228,1993,42.029437,-93.681199
2,1709,2004,970,1,970,2522,2004,42.01881,-93.66996
2,2353,1980,845,0,1153,13005,1980,42.053532,-93.637343
2,1224,1999,1224,1,1224,4500,1999,41.992122,-93.60821
1,1524,1958,874,1,874,11344,1958,42.0459325,-93.618143
2,1218,1941,735,0,869,6000,1950,42.033336,-93.621501
1,1089,1954,1089,0,1089,7440,1954,42.026307,-93.660147
1,1728,1964,1728,1,1728,10624,1964,42.043984,-93.624592
2,1056,1955,1056,1,1056,34650,1955,42.056702,-93.625169
2,1710,2003,856,1,856,8450,2003,42.013952,-93.686931
2,1176,1937,698,1,786,6000,2000,42.033616,-93.624567
1,1306,1957,992,1,1306,8712,2000,42.039047,-93.609226
3,1743,2008,1739,0,1743,10367,2008,42.061437,-93.652884
2,1026,1978,940,1,1026,10970,1978,42.019769,-93.685158
0,1092,1970,546,1,546,1936,1970,41.99171,-93.601615
2,1501,1999,744,1,757,2280,1999,42.047102,-93.644172
2,1214,2009,1214,1,1214,9803,2010,41.995278,-93.649201
4,1802,1993,946,0,964,12361,1993,42.033783,-93.683167
2,2020,1977,0,0,2020,8400,1977,42.0362103,-93.6791142
1,1048,1956,1048,1,1048,10152,1956,42.0426969,-93.613983
2,1652,2000,782,1,782,8998,2000,42.017423,-93.690276
2,1428,1900,712,1,848,6451,1970,42.031506,-93.619513
1,1382,1949,0,0,1382,11800,2002,42.0272703,-93.6051157
1,1666,1927,1204,1,1204,5160,1950,42.0242487,-93.6250433
2,1339,1990,1309,0,1339,8049,1990,41.998023,-93.646575
3,1564,2007,1564,1,1564,11058,2007,42.015975,-93.683435
2,943,1967,943,1,943,8398,1967,42.029679,-93.677997
2,768,1970,768,1,768,7244,1970,41.991371,-93.6015199
3,2020,2008,2020,0,2020,12350,2008,42.062258,-93.654439
2,1254,1961,1218,0,1254,9600,1961,42.046714,-93.615687
2,1792,1974,896,1,896,9000,1974,42.056306,-93.626544
3,2140,2006,2140,1,2140,10481,2007,42.025707,-93.69067
1,813,1930,813,1,813,5684,2005,42.03121,-93.618799
1,890,1968,890,1,890,8450,1968,42.03569,-93.670997
2,1822,1984,1105,0,1105,23920,1984,42.034453,-93.693153
2,1773,1961,1313,0,1773,10800,1992,42.041874,-93.606508
3,1816,2006,1790,0,1816,12469,2007,42.062574,-93.6588809
2,2654,1968,1054,0,1512,11029,1984,42.046472,-93.633466
2,1496,2006,654,0,664,17104,2006,42.061915,-93.644411
2,1586,1979,1362,0,1586,17043,1998,42.055408,-93.636512
3,2945,2006,1410,0,1426,13682,2006,42.061096,-93.626477
3,1787,2001,1753,0,1787,14781,2002,42.018188,-93.685697
2,1456,1978,855,0,855,2364,1978,42.050222,-93.625696
3,1572,1963,1572,0,1572,35133,1963,41.997352,-93.662162
2,1509,1988,1461,0,1509,10200,1989,41.998554,-93.64427
2,1337,1997,1405,0,1337,10943,1998,42.055319,-93.624431
1,1473,1968,1437,0,1473,25095,2003,42.026548,-93.66798
2,1721,1957,1331,0,1721,9736,1969,42.043952,-93.612347
1,1150,1942,799,0,799,6488,1950,42.027664,-93.665153
1,816,1934,816,0,816,8550,1950,42.039195,-93.62357
2,1954,1939,798,0,1137,15660,2006,42.015667,-93.643378
2,1493,1997,1478,0,1493,13125,1998,42.017854,-93.679505
3,1874,2007,955,0,955,9428,2008,42.054227,-93.644024
1,1207,1962,1135,1,1207,9510,1985,42.040297,-93.610278
3,1726,2007,1726,0,1726,9416,2007,42.054153,-93.643836
1,1337,1956,832,1,832,8382,1956,42.042308,-93.613624
2,2073,1978,1542,0,2073,13175,1988,42.054453,-93.636655
1,612,1940,0,1,612,5925,1950,42.032301,-93.606842
2,1422,2004,1422,1,1422,8500,2004,42.013576,-93.684714
1,844,1925,844,1,844,5633,1950,42.031196,-93.615638
3,2385,1998,1066,0,1108,10790,1998,42.053467,-93.649901
2,3194,1934,965,0,1940,12168,1998,42.018504,-93.641322
3,2100,2007,918,0,958,9709,2007,42.060427,-93.654617
1,1077,1922,1007,0,1077,9786,1950,42.023117,-93.628416
3,2283,2003,1008,0,1008,11792,2003,42.063294,-93.639915
2,1753,1998,853,0,853,12352,1999,42.017826,-93.68892
2,1154,1966,1154,0,1154,11000,1966,42.040011,-93.627836
2,1718,1927,851,0,867,7230,1992,42.018796,-93.64281
2,1264,1965,1068,0,1264,15300,1977,41.99321,-93.60743
0,960,1958,960,1,960,6410,1958,42.019629,-93.6663375
3,1530,2004,1530,0,1530,14572,2004,42.061713,-93.644256
3,1546,2005,1546,1,1546,11750,2006,42.025726,-93.688941
2,1125,2006,1125,1,1125,8536,2007,42.018283,-93.674307
1,1494,1942,771,0,753,7500,1950,42.019181,-93.6397
3,1563,2007,1563,0,1563,10206,2007,42.054306,-93.642376
1,976,1942,976,1,976,7288,1950,42.022786,-93.628467
2,1632,1966,800,1,800,9130,2000,42.043142,-93.625925
1,1091,1951,1091,0,1091,7801,1951,42.017528,-93.639467
2,999,1961,944,1,999,12122,2007,42.043845,-93.624499
3,2400,2003,1082,0,1105,13262,2004,42.058886,-93.6545189
0,693,1941,693,1,693,4118,1950,42.02689,-93.622624
2,960,1970,960,1,960,9873,1970,42.028544,-93.625436
2,1432,2004,716,0,716,7795,2005,42.061562,-93.642749
2,1350,1954,967,0,1350,9375,1954,42.02653,-93.666035
3,1828,2007,1822,0,1828,11694,2007,42.063296,-93.658015
1,2133,1941,1528,0,1225,10452,1985,42.016226,-93.640041
2,1369,2007,1369,1,1369,9910,2007,42.054408,-93.644118
1,1134,1960,1010,1,1134,7000,2002,42.037106,-93.606932
3,2696,2003,2846,0,2696,14300,2004,42.058599,-93.656067
3,2097,2005,2077,0,2097,20896,2006,42.054176,-93.64178
3,1226,2009,1226,1,1226,10402,2009,42.024604,-93.69245
2,1200,2005,600,1,520,3180,2005,42.047665,-93.644891
2,2417,1991,1288,0,1301,16059,1992,42.045763,-93.653876
2,1812,2002,952,0,952,7500,2002,42.048726,-93.6392251
3,1959,1988,1907,1,1959,11070,1989,41.996063,-93.603854
1,1131,1941,676,1,676,5720,1950,42.032396,-93.62026
2,1771,1997,864,1,872,13142,1997,42.018786,-93.689772
2,1680,1910,856,0,936,6048,1950,42.022825,-93.655849
1,1073,2004,1073,1,1073,5500,2004,42.027997,-93.655786
2,1566,2008,1566,1,1566,9000,2008,42.050084,-93.647105
2,1368,2005,1368,0,1368,6955,2006,42.058231,-93.649553
