Garage_Cars,Year_Built,Gr_Liv_Area,Total_Bsmt_SF,First_Flr_SF,Wood_Deck_SF,Fireplace_Qu_No_Fireplace,Garage_Area,Second_Flr_SF,Lot_Area
2,2008,1566,1566,1566,144,1,750,0,9000
2,1970,1004,1004,1004,0,0,480,0,11241
2,1999,1779,951,951,208,0,586,828,13426
2,1950,1640,0,1640,0,0,394,0,21370
2,1995,1239,1230,1239,172,0,477,0,11064
2,2005,1200,600,520,0,1,480,600,3180
3,2008,2046,2046,2046,322,0,834,0,11844
2,2005,1476,738,738,100,1,540,738,8633
1,1954,948,864,948,0,1,248,0,10215
2,2003,1489,782,806,0,0,400,683,8965
2,1959,1588,0,1120,0,0,680,468,17120
1,1961,1774,552,904,290,0,384,611,15400
2,1957,1390,1705,1390,0,0,550,0,39384
1,1922,1048,993,1048,0,0,280,0,6380
2,1994,1516,707,707,0,0,409,809,8803
2,1984,1126,1060,1126,178,1,506,0,7400
1,1953,1647,1105,1647,225,0,280,0,9532
1,1967,1387,943,1387,0,0,300,0,7514
2,1979,1535,0,1535,0,1,400,0,7018
3,2006,1636,1623,1636,0,0,865,0,13501
2,1989,2519,1210,1238,320,0,628,1281,26178
2,2002,1660,831,831,144,1,493,829,8935
0,1936,800,264,800,0,0,0,0,6120
2,1997,1189,1189,1189,0,1,392,0,4500
2,1958,2144,1444,1444,0,0,389,700,159000
2,1925,1548,952,952,74,1,672,596,7264
1,1930,1108,637,1108,0,0,280,0,7449
1,1941,672,672,672,0,1,234,0,9340
2,1995,1470,680,680,192,0,420,790,8139
2,1980,2237,712,1375,305,0,440,862,9839
2,1960,1771,0,1771,0,0,336,0,21750
0,1900,797,245,797,0,1,0,0,9392
2,1964,1092,1092,1092,0,1,504,0,8250
3,2003,2400,1082,1105,114,0,730,1295,13262
2,2007,1372,1363,1372,192,1,588,0,8640
1,1958,1041,1041,1041,0,1,294,0,7350
2,1997,1308,635,646,142,1,497,662,10021
3,2005,1792,1792,1792,204,0,925,0,13758
1,1962,936,896,936,24,0,288,0,6760
3,2006,1537,1518,1537,0,1,788,0,11563
2,1998,1638,943,943,100,0,472,695,9042
1,1941,924,672,672,0,1,280,252,12180
2,1976,958,958,958,0,1,440,0,4928
2,1997,2098,1040,1044,331,0,621,1054,9375
2,1974,1434,1434,1434,80,0,528,0,10200
1,1941,1376,768,968,0,0,240,408,9492
2,2004,848,848,848,149,0,420,0,4426
1,1941,1131,676,676,26,1,200,455,5720
1,1975,918,852,918,192,1,360,0,8750
2,1974,1116,1116,1116,0,0,528,0,10140
3,2006,1959,1088,1088,208,0,1025,871,9000
2,2007,1356,628,628,100,0,484,728,10616
2,1976,1262,1262,1262,298,0,460,0,9600
3,2006,1795,1795,1795,0,0,895,0,9986
2,1974,2067,752,1285,297,0,784,782,12732
3,2006,2140,2140,2140,136,1,894,0,10481
1,1970,1092,546,546,238,1,286,546,2217
3,2008,1808,1774,1808,200,0,850,0,13514
1,1963,1117,1117,1117,0,1,264,0,7590
0,1974,1792,896,896,32,1,0,896,9000
2,1970,1365,765,765,0,1,440,600,2368
3,2006,2748,1850,1850,212,0,850,898,13418
1,1950,1200,1200,1200,126,1,246,0,9600
2,1997,1629,928,928,212,0,482,701,13830
1,1956,1144,1144,1144,44,1,596,0,9571
3,2007,1978,1978,1978,308,0,920,0,12633
3,2007,2078,1034,1050,0,0,836,1028,10800
3,2005,1876,1308,1308,0,1,848,568,11003
1,1967,941,912,941,64,0,288,0,8789
3,1993,2197,1080,1108,385,0,783,1089,10010
2,1999,1739,970,983,115,1,480,756,2645
1,1900,1440,540,889,0,1,352,551,5000
1,1924,1032,1032,1032,0,1,280,0,7741
2,1980,2353,845,1153,288,0,484,1200,13005
2,1960,2069,585,2069,0,0,505,0,27650
1,1945,793,793,793,0,1,240,0,8480
0,1935,754,520,520,53,1,0,0,6780
2,1964,1425,1425,1425,0,0,576,0,10175
2,1976,1060,1040,1060,100,0,572,0,4224
2,2003,1080,530,530,0,1,496,550,2403
2,1978,1664,1529,1664,0,0,663,0,12299
1,1937,1768,731,981,0,0,240,787,7200
2,1914,1264,676,676,424,1,400,588,15564
2,1964,1152,1152,1152,227,0,484,0,14112
0,1955,1152,0,1152,0,1,0,0,6012
2,2000,1936,1406,1454,188,0,504,482,11194
1,1923,1292,949,949,0,1,205,343,5142
2,2007,1266,1266,1266,100,0,388,0,3710
2,2007,1456,728,728,100,1,400,728,7713
1,1926,1422,1290,1422,0,1,352,0,7223
3,2006,1863,879,879,100,0,660,984,14054
2,1989,2559,868,1313,0,0,506,1246,12128
1,1930,1248,912,912,0,1,160,336,9439
3,2006,1962,1391,1391,0,1,868,571,8760
2,1992,1187,1168,1187,483,1,420,0,7980
2,1962,1560,1776,1560,453,0,528,0,11679
2,1998,2393,970,1469,0,0,846,924,3951
2,1964,1452,1420,1452,92,0,572,0,11235
2,2003,1668,1657,1668,0,0,502,0,10635
1,1961,896,882,896,140,1,730,0,11622
2,2004,1659,831,831,144,1,484,828,11920
1,1984,1049,1049,1049,0,1,266,0,4235
0,1946,666,666,666,0,1,0,0,5000
0,1991,974,974,974,0,1,0,0,10712
1,1959,988,988,988,156,1,297,0,9240
2,1953,1094,1094,1094,0,0,495,0,10452
2,1969,1082,973,1082,160,1,480,0,8723
2,1997,1764,928,928,276,1,470,836,15426
2,1993,1642,903,910,290,0,392,732,7655
2,1967,1632,1632,1632,0,1,576,0,25000
1,1960,1422,978,1422,0,0,286,0,12342
2,2004,1245,1235,1245,0,1,495,0,3435
2,1979,914,914,914,0,1,444,0,6950
2,1990,2810,1453,1453,500,0,750,1357,9572
1,1956,1200,1200,1200,0,0,294,0,10400
1,1957,816,816,816,0,1,308,0,7100
2,2002,1762,826,878,320,1,591,884,9930
2,1996,1992,860,1212,225,0,608,780,15295
2,2003,2094,912,912,182,0,615,1182,9375
1,1940,1595,940,1192,0,0,240,403,8400
0,1946,1195,1195,1195,118,1,0,0,8741
2,2005,1611,784,784,144,1,572,827,8400
2,1924,1430,596,834,218,1,370,596,10320
1,1976,1092,546,546,0,1,286,546,1890
3,1999,2365,1252,1268,0,0,856,1097,9430
2,2006,1352,1352,1352,0,0,466,0,4230
2,2004,1535,1517,1535,0,1,532,0,10171
2,2004,1414,707,707,100,0,403,707,9056
2,1976,1964,803,1098,0,0,483,866,10480
1,1930,1755,930,1230,0,0,231,525,7810
1,1939,1322,672,899,0,1,280,423,6240
2,1961,864,864,864,0,1,732,0,8499
2,1951,1220,836,1220,0,1,396,0,8877
2,1974,1309,1040,1309,265,0,484,0,10140
1,1925,765,765,765,135,1,200,0,5000
2,1993,1470,680,680,232,0,420,790,9765
2,1994,1694,392,924,256,0,398,770,10147
2,1988,1873,929,946,108,0,619,927,8883
1,1953,1728,1216,1216,200,0,371,0,12099
1,1928,1477,861,877,0,0,216,600,6292
1,1994,990,990,990,0,1,299,0,8775
2,2003,1094,1094,1094,0,1,576,0,12450
2,1927,1028,1008,1028,0,0,360,0,8960
2,1986,2726,279,2726,216,0,691,0,18044
2,2004,848,848,848,140,0,420,0,4438
2,2008,1726,1726,1726,0,0,561,0,3830
3,2002,1629,1616,1629,0,0,808,0,14536
2,2004,1836,1860,1836,120,0,484,0,9100
2,2004,1812,835,871,146,1,478,941,10628
1,1939,1577,972,972,0,0,312,605,6435
2,1997,1417,1417,1417,60,0,511,0,8750
2,1915,1595,663,774,49,0,528,821,7200
2,2005,1141,1141,1141,0,1,484,0,13072
3,2006,1816,1790,1816,186,0,730,0,12469
3,2007,1704,1704,1704,0,0,772,0,11478
1,1956,1229,1134,1229,0,1,284,0,17140
2,1979,1782,1782,1782,467,0,551,0,14450
2,1980,1032,516,516,213,0,462,516,1879
1,1896,952,756,952,0,1,330,0,8712
2,1999,1344,1344,1344,328,0,686,0,11875
1,1956,1014,0,1014,0,1,267,0,7785
2,1910,1363,622,741,0,1,528,622,7740
2,1966,1839,756,1051,0,0,442,788,7700
1,1954,1128,936,1128,0,1,286,0,9000
3,2007,1615,1615,1615,168,0,864,0,9345
1,1972,1030,494,494,0,1,264,536,1890
1,1920,1657,1147,1147,0,0,162,510,5520
2,1959,1712,1626,1712,272,1,588,0,8393
2,2003,848,848,848,140,1,420,0,4435
2,1979,1535,0,1535,0,1,410,0,7018
2,1998,1772,928,928,150,0,492,844,8750
1,1941,2340,1152,1188,0,0,252,1152,9042
2,1976,1548,804,804,48,0,440,744,2308
0,1931,1666,894,894,0,0,0,772,9839
4,1997,1344,1344,1344,0,1,784,0,7060
3,2008,2713,1452,1476,126,0,858,1237,14948
2,2003,848,848,848,140,1,420,0,4435
1,1928,1143,1008,1143,265,0,288,0,7111
1,1939,845,0,640,48,1,256,0,11067
0,1958,960,960,960,0,1,0,0,6410
1,1936,2057,1017,1020,0,0,180,1037,11500
1,1957,1638,967,967,0,1,384,671,9060
2,1948,1687,747,1687,0,0,572,0,57200
2,2000,1524,756,768,0,1,440,756,2998
1,1880,1750,636,1089,0,1,240,661,9000
2,1974,894,864,894,0,1,440,0,11800
2,1900,1798,1075,1156,0,1,342,642,9639
1,1923,1200,1200,1200,0,1,312,0,11340
2,2006,1652,1652,1652,404,0,840,0,13173
2,1954,1640,1296,1640,108,0,924,0,14778
2,2004,1709,970,970,0,1,380,739,2522
1,1924,1221,784,949,0,1,392,272,9738
2,1941,803,720,803,0,1,360,0,5000
2,2007,1396,608,608,100,0,440,788,11069
0,1916,936,216,576,0,1,0,360,8520
1,1968,1052,1052,1052,356,1,288,0,8400
2,2007,1768,866,866,144,1,578,902,10769
2,2005,1686,891,891,144,1,462,795,7800
2,1998,1604,926,926,100,1,472,678,9535
2,1910,2104,1226,1226,0,1,432,878,6300
2,1919,1824,764,1060,0,0,520,764,13515
2,1993,2232,1173,1215,173,0,623,1017,11692
2,1958,1920,1052,1252,0,0,451,668,13650
2,2003,2014,912,1072,124,1,486,942,9157
2,1988,1228,1228,1228,168,0,472,0,4671
2,1949,1556,782,1019,0,0,470,537,17360
2,1947,1664,1004,1004,0,0,420,660,5000
1,1971,987,483,483,0,1,264,504,1680
2,1968,1556,727,829,0,1,441,727,11700
2,2006,1625,1573,1625,123,0,538,0,4750
2,2003,1700,1682,1700,192,1,544,0,9135
1,1958,1955,1151,1151,0,1,356,804,9000
1,1945,808,0,808,0,1,164,0,6120
2,1929,854,832,854,48,1,576,0,6120
1,1958,1138,588,1138,224,1,264,0,10482
2,1999,1675,841,892,0,0,502,783,24682
2,1990,1341,1300,1341,192,0,506,0,10176
1,1968,1196,1196,1196,257,1,336,0,10044
3,2008,3140,1926,1966,144,0,820,1174,13518
1,1910,1273,616,1055,212,1,275,218,11388
3,1928,2009,672,1337,0,0,795,672,19950
3,1993,2097,1080,1080,196,0,678,1017,11228
2,1915,1768,1048,1048,0,1,576,720,8094
1,1924,1669,1093,1093,0,1,288,576,8707
2,1970,2207,1947,2207,301,0,576,0,19900
2,2003,1663,835,835,168,1,478,828,12774
2,1993,1190,1181,1190,0,0,430,0,7250
2,2005,1504,1346,1504,156,0,437,0,3182
2,1996,2049,1065,1065,120,0,467,984,21533
1,1942,1494,771,753,0,0,213,741,7500
2,1958,1261,1261,1261,0,0,433,0,9120
2,1975,1552,713,811,209,0,434,741,11475
2,1993,1501,697,697,190,0,420,804,7685
0,1919,1517,793,997,0,1,0,520,8500
1,1926,1111,572,572,0,0,288,539,5700
1,1969,971,971,971,0,0,300,0,9920
1,1900,1836,686,1150,0,1,288,686,56600
3,2005,1698,1698,1698,192,0,730,0,11520
2,1969,1026,1026,1026,171,1,440,0,7930
2,2006,1612,1612,1612,0,0,556,0,8035
1,1966,1128,1080,1128,238,0,315,0,11380
3,2005,2795,1390,1390,272,0,660,1405,15922
2,1995,1680,1680,1680,152,1,628,0,17871
3,2007,2520,1508,1508,192,0,640,1012,23303
1,1951,1600,0,1600,0,1,270,0,31250
2,1990,1332,1332,1332,0,1,542,0,7175
1,1950,1904,1208,1136,0,1,240,768,7200
3,2009,2020,2006,2020,156,0,900,0,12220
3,2006,2338,2660,2338,0,0,1110,0,51974
2,2006,1458,608,608,100,1,454,850,13204
1,1965,960,648,960,88,1,364,0,10246
2,2004,1694,1686,1694,255,0,636,0,10084
3,2005,2482,1094,1133,144,0,642,1349,12665
2,1959,1580,1244,1580,0,0,440,0,10032
1,1966,1092,1092,1092,259,1,264,0,9825
2,1997,2034,1057,1057,576,1,645,977,9375
0,1940,996,996,996,144,0,0,0,13907
2,1977,1432,716,716,0,0,531,716,8286
0,2006,1140,1140,1140,36,1,0,0,17217
2,1994,2110,948,1222,0,0,463,888,8880
3,2007,2100,918,958,172,0,786,1142,9709
2,1969,1308,720,720,0,1,484,588,9743
0,1987,1200,1200,1200,120,1,0,0,10800
2,2008,1402,1402,1402,205,1,625,0,8640
1,1967,1107,949,1107,88,1,308,0,8050
2,1977,1969,808,1161,0,0,534,808,11952
2,1965,1820,864,902,60,0,492,918,13700
0,1920,605,528,605,0,1,0,0,9098
2,2000,1514,794,819,0,0,394,695,8433
2,1979,2233,0,1100,0,1,579,1133,9555
2,2000,1638,1614,1638,230,0,495,0,4765
0,1970,1092,546,546,0,1,0,546,1526
3,1999,2270,1152,1164,132,0,671,1106,11764
2,1993,1337,1337,1337,96,0,462,0,5395
1,1910,1635,485,1001,394,1,255,634,5310
1,1971,950,950,950,0,1,280,0,9758
2,1971,864,864,864,0,1,576,0,7560
1,1961,1150,1150,1150,0,1,288,0,7000
3,1935,3447,728,1968,314,0,1014,1479,14100
1,1926,1616,1149,1149,0,1,216,467,5400
1,1948,1668,1212,1226,0,1,240,442,9600
1,1921,1424,1228,1424,0,0,312,0,7290
2,1999,1557,1557,1557,124,0,484,0,4109
2,1957,1790,998,1790,0,0,540,0,14250
2,2006,2021,868,887,0,0,422,1134,23257
2,1999,1588,1588,1588,158,1,472,0,10264
2,1994,1721,928,936,300,1,471,785,8462
2,2003,1121,1121,1121,132,1,440,0,8546
3,1997,2551,1779,1779,76,0,925,772,12191
2,1978,1373,1319,1373,0,0,591,0,7424
2,2005,1714,1714,1714,156,0,517,0,8147
2,1978,1295,1057,1295,133,0,571,0,3840
2,1948,1323,780,948,0,1,400,375,9184
1,1960,1134,1010,1134,0,1,254,0,7000
2,1972,1193,1153,1193,140,1,501,0,13110
1,1901,1214,969,969,0,1,216,245,5680
1,1956,1196,1196,1196,0,0,297,0,9000
2,2004,1646,1594,1646,128,0,482,0,3811
3,2006,2698,1850,1850,250,0,736,848,16052
2,1957,1347,1347,1347,0,1,551,0,5805
2,1964,1775,533,1131,0,1,480,644,10600
2,1910,1306,240,810,0,1,472,496,15660
2,2003,1320,660,660,0,1,400,660,7750
2,1972,894,894,894,215,1,600,0,7200
1,1948,789,789,789,0,1,250,0,6000
2,2001,2439,1531,1531,184,0,560,908,12728
2,1999,1452,691,713,0,1,506,739,3735
1,1966,988,988,988,0,1,360,0,7150
2,1969,1632,784,784,0,0,898,848,10457
2,2006,1491,738,738,100,0,484,753,8333
3,1995,3238,2033,2053,283,0,666,1185,14720
2,1900,2414,954,1766,142,0,520,648,10800
2,1965,1728,1728,1728,0,1,576,0,13101
2,1977,1602,1602,1602,240,0,529,0,16635
2,2003,1146,868,1146,160,0,438,0,9590
2,2002,1509,783,807,100,0,393,702,7861
2,1900,2014,716,1007,0,1,624,1007,9856
2,1962,2448,1438,1900,520,0,441,548,18275
2,1959,3820,0,3820,0,0,624,0,47007
1,1961,864,864,864,158,1,440,0,9079
1,1959,1246,1246,1246,218,1,305,0,7500
2,1999,1549,744,757,0,1,440,792,2280
1,1948,1271,720,720,0,0,312,551,21286
1,1920,840,798,840,112,1,250,0,5747
2,1988,1179,1166,1179,0,1,480,0,4740
2,2006,1208,1187,1208,105,1,632,0,6762
2,1910,1230,440,682,74,1,440,548,10440
2,2002,1795,1777,1795,171,0,534,0,9742
3,2008,5095,5095,5095,546,0,1154,0,39290
2,1900,1951,938,1084,0,1,576,867,7745
3,1996,2340,1236,1236,192,0,787,1104,14311
3,2008,1578,1573,1578,0,0,840,0,9262
2,2000,1382,673,673,153,1,490,709,2651
2,1980,1472,1372,1472,233,0,588,0,14115
2,1999,1644,941,961,460,0,460,683,9649
2,2008,1884,1884,1884,231,0,649,0,7390
2,2005,1223,600,520,0,1,480,623,2544
1,1980,1700,430,880,188,1,450,680,1700
0,1977,1440,1440,1440,321,1,0,0,7711
2,2002,1459,1459,1459,192,0,527,0,8749
1,1953,773,773,773,0,1,240,0,7677
1,1945,1668,672,1195,210,1,252,473,7425
2,1995,1200,1200,1200,0,1,521,0,11249
1,1950,1078,1078,1078,366,1,240,0,9717
1,1963,1045,1045,1045,0,0,264,0,7936
2,1990,1339,1309,1339,0,0,484,0,8049
3,2006,1795,900,909,168,0,782,886,10603
2,1990,1442,910,1442,0,0,719,0,10357
2,1950,1048,0,1048,0,1,420,0,7200
2,2005,1456,728,728,100,1,400,728,8029
2,1959,1466,1466,1466,0,0,528,0,17755
2,1963,1328,1328,1328,0,0,528,0,9790
1,1956,882,882,882,0,1,502,0,13008
1,1959,1328,1350,1328,0,0,308,0,16905
2,2007,1528,1528,1528,0,0,480,0,9965
2,2004,1422,1422,1422,192,1,626,0,8500
2,1953,950,984,950,0,1,400,0,12774
2,1988,1714,980,980,228,0,496,734,10421
2,2003,1768,884,884,0,1,543,884,8158
1,1960,1507,1075,1507,0,1,404,0,7910
2,1941,1382,720,854,237,1,660,0,12358
3,2006,1646,1638,1646,192,0,870,0,10656
3,2004,1576,1393,1576,143,0,668,0,3940
2,1963,970,970,970,0,1,624,0,8480
1,1950,1952,976,976,285,0,299,976,9780
2,1993,2495,1280,1280,224,0,660,1215,10791
1,1945,640,0,640,0,1,240,0,8777
2,1977,1844,1844,1844,0,0,546,0,11751
2,2006,1364,1220,1364,100,0,437,0,3087
2,1994,990,990,990,0,1,480,0,8072
2,1976,1398,684,684,0,0,440,714,7200
2,1951,1112,631,1112,0,1,480,0,13070
0,1964,912,912,912,0,1,0,0,8020
2,1964,1516,1516,1516,0,1,472,0,10004
2,1915,1308,880,880,0,1,400,428,10320
1,1925,1608,976,1160,147,0,216,448,6171
1,1961,914,914,914,140,1,270,0,17199
2,1940,1567,840,840,0,0,440,727,13680
2,1990,1717,1156,1187,168,0,400,530,13758
2,1951,1226,0,1226,174,0,400,0,13108
1,1940,1308,728,976,0,0,256,332,9600
1,1959,1144,1144,1144,86,0,796,0,8163
2,2005,1530,1530,1530,168,0,430,0,16158
2,2007,1792,896,896,184,1,590,896,8640
2,1964,1488,1008,1488,154,0,430,0,10368
2,1996,1040,1040,1040,168,1,576,0,12464
2,1916,1196,1196,1196,0,1,440,0,4800
1,1968,874,864,874,0,1,288,0,10172
0,1923,2592,1296,1296,0,1,0,1296,10890
2,1961,1187,864,1187,128,0,440,0,14357
2,2004,848,848,848,149,0,420,0,4438
2,1999,1501,744,757,0,1,440,744,2280
2,1950,2177,1032,1102,0,1,484,1075,15600
2,1951,1575,216,1575,0,0,400,0,10170
2,1924,1566,816,816,24,1,450,750,6000
2,1998,1478,1418,1478,168,1,495,0,7380
1,1954,1268,1268,1268,0,0,244,0,7800
2,2007,1218,1218,1218,0,1,576,0,9605
1,1959,1040,1040,1040,140,1,286,0,7560
2,2005,1577,1577,1577,203,0,564,0,7841
1,1971,1092,525,525,0,1,320,567,1680
2,1979,2228,0,1114,73,1,720,1114,7018
2,1929,1316,926,926,0,1,484,0,5500
2,2004,1445,1445,1445,0,1,470,0,9750
2,2005,1768,866,866,0,1,603,902,9803
2,1996,1288,1260,1288,120,0,500,0,14963
2,1971,1220,1625,1220,0,0,944,0,13001
2,1955,960,960,960,0,1,576,0,6000
3,2004,1713,1713,1713,0,0,856,0,9591
1,1958,1442,1442,1442,0,1,301,0,9750
1,1953,930,911,930,134,1,286,0,9520
2,2000,1674,814,814,0,1,663,860,7500
2,2003,1394,384,754,100,0,400,640,11950
3,1995,2531,1318,1328,222,0,752,1203,12257
2,2001,2035,884,884,144,0,434,1151,9505
1,1975,1096,1008,1096,0,0,352,0,6305
3,1993,2799,1286,1565,432,0,704,1234,12585
1,1885,1047,641,1047,0,1,273,0,10800
1,1998,767,723,767,120,1,367,0,4058
2,2005,1302,1302,1302,110,0,631,0,3901
2,1989,1495,1495,1495,252,0,438,0,12890
1,1976,1125,1041,1125,296,0,352,0,7200
1,1930,813,813,813,0,1,270,0,5684
1,1963,1651,725,1035,460,0,276,616,10090
2,1985,1502,1488,1502,0,1,528,0,6820
3,2001,2633,2633,2633,314,0,804,0,11400
1,1976,894,894,894,365,1,308,0,10650
1,1920,1012,1012,1012,0,0,308,0,8263
2,1988,1680,880,1680,292,0,540,0,21695
1,1916,2526,714,1664,88,0,216,862,8520
3,2004,2224,1462,1462,184,0,738,762,8834
1,1940,2403,1032,1207,56,0,349,1196,24090
2,1938,1969,1272,1272,0,0,400,0,6876
1,1967,1141,1141,1141,0,1,568,0,9600
2,2006,1278,1278,1278,0,1,584,0,8640
2,1986,1501,1277,1501,240,0,512,0,4084
2,1968,1721,1461,1721,0,0,440,0,10335
2,2005,1904,1058,1058,179,0,736,846,10927
2,1990,1061,1054,1061,114,1,462,0,10778
2,1940,908,822,908,284,1,512,0,12172
2,1984,1097,1040,1097,0,1,480,0,9672
1,1910,810,0,810,119,1,280,0,21780
2,1974,894,864,894,241,0,440,0,13350
2,1966,1280,793,1280,140,0,432,0,10050
2,1999,1404,672,684,20,1,462,720,2160
1,1967,992,992,992,204,1,294,0,10265
2,1935,2108,1127,1236,0,0,540,872,13728
0,1972,630,630,630,96,1,0,0,1491
1,1940,1510,755,755,120,0,296,755,9084
1,1945,2320,1028,1436,224,0,180,884,7259
2,1992,1280,1280,1280,0,1,506,0,5070
2,1998,2362,1220,1220,147,0,1105,1142,8413
2,1976,1142,1142,1142,536,0,528,0,4224
2,1976,1728,1728,1728,40,1,574,0,12640
1,1966,892,864,892,0,1,416,0,7800
2,1970,1682,1304,1682,98,0,530,0,10400
2,1995,2020,1128,1142,0,0,466,878,9828
2,1948,1320,768,819,108,1,576,501,8064
1,1942,1644,728,888,168,0,312,756,9480
3,2007,1466,1466,1466,100,1,610,0,8925
2,2006,1484,1476,1484,120,0,472,0,9037
2,1999,1873,988,988,202,0,597,885,10820
3,2005,2541,1149,1164,120,0,729,1377,12328
1,1959,1183,528,1183,0,1,288,0,8000
1,1980,1266,630,630,340,0,283,636,8012
2,2004,1374,384,744,0,1,400,630,9734
1,1948,869,0,869,0,1,390,0,10122
3,2005,2212,1700,1700,237,0,773,512,13751
3,2008,1702,1702,1702,0,0,1052,0,8769
1,1920,865,660,740,0,0,216,125,10042
3,2006,2596,1249,1249,240,1,840,1347,16259
2,1971,981,981,981,0,1,576,0,10530
2,1959,1801,1501,1801,0,0,484,0,15602
1,1925,1328,686,810,0,1,210,518,9906
1,1930,1001,837,1001,154,1,216,0,6060
1,1938,1360,803,803,0,1,297,557,7200
1,1957,1526,1216,1526,116,0,364,0,8562
2,2005,1422,704,704,36,0,440,718,11646
1,1965,935,935,935,180,1,288,0,13526
2,2005,1266,1257,1266,38,0,453,0,7500
1,1922,2068,1108,1160,0,0,315,908,7793
1,1958,1329,1329,1329,393,1,312,0,14267
2,1983,2132,1496,1496,349,0,612,636,12327
3,2005,1595,1595,1595,144,0,880,0,8987
2,1994,2127,1223,1223,171,0,525,904,10944
2,2000,1673,1673,1673,306,0,583,0,11354
2,1995,1253,1237,1253,220,0,402,0,7875
0,1970,1092,546,546,187,1,0,546,1477
2,1977,2263,795,1468,0,0,539,795,16659
2,2005,1200,600,520,0,1,480,600,3180
1,1931,1502,776,851,0,0,270,651,7200
2,2003,848,848,848,140,1,420,0,4435
2,2006,2234,2220,2234,390,0,724,0,14082
1,1969,1216,1216,1216,0,1,336,0,9000
2,1979,1725,539,1040,0,0,550,685,11584
2,2002,1989,1065,1091,199,0,586,898,11367
3,2006,1838,1838,1838,270,0,765,0,14601
2,1959,1252,1252,1252,0,1,528,0,10721
2,2007,1246,1146,1246,100,0,428,0,3710
3,1995,1511,1401,1511,168,0,811,0,11454
1,1956,960,672,960,64,1,288,0,8926
2,2002,1812,952,952,144,0,469,860,7500
1,1926,789,768,789,0,1,200,0,10594
2,1950,1040,0,1040,0,1,420,0,7200
3,1994,2526,1165,1203,309,0,844,1323,10120
3,2008,1743,1739,1743,168,0,927,0,10367
2,1962,1211,864,1211,161,0,576,0,9240
2,1918,1416,816,1416,0,1,576,0,25339
1,1939,1412,780,825,45,0,280,587,6000
3,2009,1940,1930,1940,168,0,606,0,10159
2,2005,1456,728,728,0,0,390,728,8461
1,1971,987,483,483,275,1,264,504,1680
2,1999,1586,960,962,169,1,480,624,2645
1,1950,1152,1092,1152,0,0,300,0,14000
1,1972,864,864,864,0,1,352,0,7180
1,1972,1092,525,525,352,1,264,567,1680
2,1991,1274,624,624,22,1,576,650,10475
1,1977,926,902,926,319,0,351,0,9750
1,1930,1426,966,1014,174,0,230,412,6240
2,1977,1654,0,1286,0,1,528,368,8927
2,1981,1740,1740,1740,228,1,540,0,15417
2,2006,1534,1524,1534,168,0,484,0,10612
2,1955,1779,1763,1779,0,0,454,0,17920
2,1977,1040,1040,1040,0,1,484,0,8800
1,1958,1339,1029,1339,0,1,294,0,7560
2,1956,1689,1436,1689,0,0,480,0,9855
1,1922,1154,796,796,0,1,240,358,5436
2,2002,1908,967,993,135,1,431,915,14191
3,2006,1973,1935,1973,315,0,895,0,14226
2,1998,2031,1153,1153,192,0,541,878,11404
1,1965,1020,1024,1020,171,1,288,0,9316
3,2004,1618,1618,1618,0,0,880,0,16163
2,2007,1504,752,752,100,1,440,752,8229
2,1976,1062,1029,1062,120,0,539,0,11333
1,1961,912,912,912,168,1,288,0,6768
2,2004,1374,384,744,100,0,400,630,9434
2,1928,1378,689,689,0,0,360,689,9600
2,1972,1381,1161,1381,0,0,676,0,9360
4,1997,1368,1288,1368,0,1,784,0,7020
2,2007,1208,1208,1208,105,1,628,0,6762
2,1997,1950,975,975,0,0,576,975,7399
2,1975,879,864,879,0,1,440,0,9675
2,1948,1527,699,801,0,0,410,726,11419
2,1947,1312,784,900,0,1,649,412,7500
2,1976,1620,1281,1620,120,0,490,0,9991
1,1963,960,960,960,168,1,300,0,9239
2,2004,1484,1473,1484,0,1,606,0,8400
1,1925,1159,747,747,84,1,288,412,7506
2,1977,1334,1350,1334,0,0,630,0,9650
3,2008,1346,1336,1346,100,0,660,0,11896
2,1978,1386,672,672,335,0,440,714,11616
2,2004,1374,384,744,100,0,400,630,13300
3,2009,1766,1766,1766,195,0,478,0,9187
3,2008,1468,1468,1468,210,0,898,0,9612
3,2005,1801,893,901,0,0,800,900,10463
1,1967,900,864,900,175,0,288,0,7838
2,1925,1694,1181,1390,342,0,576,304,8400
2,1968,1743,702,1041,224,0,539,702,11700
2,1977,980,980,980,192,1,484,0,7064
3,2007,1861,1341,1341,144,0,851,520,9801
1,1957,907,907,907,0,1,352,0,8593
2,1994,1097,1097,1097,392,1,672,0,10859
2,2003,2314,1150,1164,0,0,502,1150,11060
1,1938,1551,1058,1058,0,1,240,493,10890
2,1916,1232,816,1232,0,0,440,0,8574
2,2005,1541,1541,1541,0,0,532,0,12182
2,1993,1571,799,799,0,0,380,772,7837
2,1928,1981,1122,1328,431,0,576,653,7804
0,1910,1184,658,658,0,1,0,526,8410
2,2004,1221,1221,1221,0,1,400,0,7500
1,1914,864,864,864,0,1,200,0,8212
2,1998,2097,1108,1108,253,0,583,989,9750
1,1977,1026,1026,1026,316,1,308,0,15240
3,2008,1630,1622,1630,172,0,860,0,10226
2,1998,1886,930,956,89,0,431,930,11214
2,1982,858,858,858,120,1,576,0,7252
2,1978,1671,1427,1671,252,0,484,0,10928
1,1890,725,630,725,0,1,320,0,10800
